team_long_name,team_short_name,date,defenceAggression,defencePressure,defenceTeamWidth
Eintracht Braunschweig,BRA,2012-02-22 00:00:00,42,54,48
Eintracht Braunschweig,BRA,2013-09-20 00:00:00,47,57,53
Eintracht Braunschweig,BRA,2014-09-19 00:00:00,40,30,39
Eintracht Braunschweig,BRA,2015-09-10 00:00:00,47,57,53
Eintracht Frankfurt,EFR,2010-02-22 00:00:00,30,65,45
Eintracht Frankfurt,EFR,2011-02-22 00:00:00,50,48,53
Eintracht Frankfurt,EFR,2012-02-22 00:00:00,45,46,54
Eintracht Frankfurt,EFR,2013-09-20 00:00:00,45,46,57
Eintracht Frankfurt,EFR,2014-09-19 00:00:00,46,43,55
Eintracht Frankfurt,EFR,2015-09-10 00:00:00,42,48,55
Elche CF,ELC,2010-02-22 00:00:00,45,50,45
Elche CF,ELC,2011-02-22 00:00:00,39,40,51
Elche CF,ELC,2012-02-22 00:00:00,51,49,58
Elche CF,ELC,2013-09-20 00:00:00,51,49,58
Elche CF,ELC,2014-09-19 00:00:00,51,49,58
Elche CF,ELC,2015-09-10 00:00:00,51,49,58
Empoli,EMP,2010-02-22 00:00:00,30,30,30
Empoli,EMP,2011-02-22 00:00:00,45,45,47
Empoli,EMP,2012-02-22 00:00:00,45,35,50
Empoli,EMP,2013-09-20 00:00:00,50,39,59
Empoli,EMP,2014-09-19 00:00:00,57,53,54
Empoli,EMP,2015-09-10 00:00:00,66,46,48
FC Energie Cottbus,COT,2010-02-22 00:00:00,70,68,68
FC Energie Cottbus,COT,2011-02-22 00:00:00,48,58,40
FC Energie Cottbus,COT,2012-02-22 00:00:00,47,57,52
FC Energie Cottbus,COT,2013-09-20 00:00:00,47,57,52
FC Energie Cottbus,COT,2014-09-19 00:00:00,55,47,52
RCD Espanyol,ESP,2010-02-22 00:00:00,50,70,60
RCD Espanyol,ESP,2011-02-22 00:00:00,58,51,56
RCD Espanyol,ESP,2012-02-22 00:00:00,40,37,45
RCD Espanyol,ESP,2013-09-20 00:00:00,40,37,45
RCD Espanyol,ESP,2014-09-19 00:00:00,40,37,45
RCD Espanyol,ESP,2015-09-10 00:00:00,40,37,45
Estoril Praia,EST,2013-09-20 00:00:00,49,46,55
Estoril Praia,EST,2014-09-19 00:00:00,49,46,55
Estoril Praia,EST,2015-09-10 00:00:00,49,46,55
KAS Eupen,EUP,2011-02-22 00:00:00,50,50,55
Everton,EVE,2010-02-22 00:00:00,70,40,40
Everton,EVE,2011-02-22 00:00:00,65,55,60
Everton,EVE,2012-02-22 00:00:00,50,50,60
Everton,EVE,2013-09-20 00:00:00,44,41,59
Everton,EVE,2014-09-19 00:00:00,58,52,60
Everton,EVE,2015-09-10 00:00:00,58,52,59
Évian Thonon Gaillard FC,ETG,2011-02-22 00:00:00,55,45,65
Évian Thonon Gaillard FC,ETG,2012-02-22 00:00:00,56,47,50
Évian Thonon Gaillard FC,ETG,2013-09-20 00:00:00,56,47,50
Évian Thonon Gaillard FC,ETG,2014-09-19 00:00:00,56,47,50
Évian Thonon Gaillard FC,ETG,2015-09-10 00:00:00,43,47,50
Excelsior,EXC,2011-02-22 00:00:00,47,25,33
Excelsior,EXC,2012-02-22 00:00:00,30,23,32
Excelsior,EXC,2015-09-10 00:00:00,41,29,36
Falkirk,FAL,2010-02-22 00:00:00,70,60,70
1. FC Köln,FCK,2010-02-22 00:00:00,55,45,70
1. FC Köln,FCK,2011-02-22 00:00:00,40,40,56
1. FC Köln,FCK,2012-02-22 00:00:00,55,43,67
1. FC Köln,FCK,2013-09-20 00:00:00,55,43,67
1. FC Köln,FCK,2014-09-19 00:00:00,46,57,54
1. FC Köln,FCK,2015-09-10 00:00:00,56,42,51
FC Dordrecht,DOR,2015-09-10 00:00:00,58,51,55
FC Groningen,GRO,2010-02-22 00:00:00,30,30,30
FC Groningen,GRO,2011-02-22 00:00:00,44,43,49
FC Groningen,GRO,2012-02-22 00:00:00,47,49,53
FC Groningen,GRO,2013-09-20 00:00:00,47,49,53
FC Groningen,GRO,2014-09-19 00:00:00,47,49,53
FC Groningen,GRO,2015-09-10 00:00:00,47,49,53
FC Porto,POR,2010-02-22 00:00:00,30,30,30
FC Porto,POR,2011-02-22 00:00:00,43,55,65
FC Porto,POR,2012-02-22 00:00:00,49,61,60
FC Porto,POR,2013-09-20 00:00:00,60,58,57
FC Porto,POR,2014-09-19 00:00:00,60,58,60
FC Porto,POR,2015-09-10 00:00:00,60,58,60
FC Utrecht,UTR,2010-02-22 00:00:00,30,30,30
FC Utrecht,UTR,2011-02-22 00:00:00,57,34,34
FC Utrecht,UTR,2012-02-22 00:00:00,49,45,47
FC Utrecht,UTR,2013-09-20 00:00:00,49,45,47
FC Utrecht,UTR,2014-09-19 00:00:00,49,45,47
FC Utrecht,UTR,2015-09-10 00:00:00,58,54,47
FC Vaduz,VAD,2015-09-10 00:00:00,33,42,58
FC Zürich,ZUR,2010-02-22 00:00:00,55,50,50
FC Zürich,ZUR,2011-02-22 00:00:00,49,54,60
FC Zürich,ZUR,2012-02-22 00:00:00,43,47,56
FC Zürich,ZUR,2013-09-20 00:00:00,43,47,56
FC Zürich,ZUR,2014-09-19 00:00:00,43,47,56
FC Zürich,ZUR,2015-09-10 00:00:00,43,47,56
Feyenoord,FEY,2010-02-22 00:00:00,30,30,30
Feyenoord,FEY,2011-02-22 00:00:00,59,48,53
Feyenoord,FEY,2012-02-22 00:00:00,43,43,54
Feyenoord,FEY,2013-09-20 00:00:00,43,43,40
Feyenoord,FEY,2014-09-19 00:00:00,43,43,40
Feyenoord,FEY,2015-09-10 00:00:00,46,43,40
Fiorentina,FIO,2010-02-22 00:00:00,30,45,60
Fiorentina,FIO,2011-02-22 00:00:00,45,45,50
Fiorentina,FIO,2012-02-22 00:00:00,45,45,50
Fiorentina,FIO,2013-09-20 00:00:00,47,47,51
Fiorentina,FIO,2014-09-19 00:00:00,59,58,67
Fiorentina,FIO,2015-09-10 00:00:00,59,58,61
Fortuna Düsseldorf,FDU,2010-02-22 00:00:00,70,45,54
Fortuna Düsseldorf,FDU,2011-02-22 00:00:00,59,46,34
Fortuna Düsseldorf,FDU,2012-02-22 00:00:00,57,56,52
Fortuna Düsseldorf,FDU,2013-09-20 00:00:00,48,24,45
Fortuna Düsseldorf,FDU,2014-09-19 00:00:00,48,47,50
Fortuna Düsseldorf,FDU,2015-09-10 00:00:00,57,56,52
SC Freiburg,FRE,2010-02-22 00:00:00,50,55,50
SC Freiburg,FRE,2011-02-22 00:00:00,42,41,50
SC Freiburg,FRE,2012-02-22 00:00:00,50,30,39
SC Freiburg,FRE,2013-09-20 00:00:00,62,53,37
SC Freiburg,FRE,2014-09-19 00:00:00,60,59,39
SC Freiburg,FRE,2015-09-10 00:00:00,62,53,29
Frosinone,FRO,2010-02-22 00:00:00,30,30,65
Frosinone,FRO,2011-02-22 00:00:00,67,61,65
Frosinone,FRO,2015-09-10 00:00:00,57,55,47
Fulham,FUL,2010-02-22 00:00:00,35,40,40
Fulham,FUL,2011-02-22 00:00:00,35,45,50
Fulham,FUL,2012-02-22 00:00:00,38,38,62
Fulham,FUL,2013-09-20 00:00:00,39,39,57
Fulham,FUL,2014-09-19 00:00:00,28,29,39
Fulham,FUL,2015-09-10 00:00:00,30,29,39
KRC Genk,GEN,2010-02-22 00:00:00,65,70,70
KRC Genk,GEN,2011-02-22 00:00:00,47,48,54
KRC Genk,GEN,2012-02-22 00:00:00,45,47,55
KRC Genk,GEN,2013-09-20 00:00:00,45,47,55
KRC Genk,GEN,2014-09-19 00:00:00,45,47,55
KRC Genk,GEN,2015-09-10 00:00:00,57,36,70
Genoa,GEN,2010-02-22 00:00:00,65,40,30
Genoa,GEN,2011-02-22 00:00:00,65,54,35
Genoa,GEN,2012-02-22 00:00:00,45,45,50
Genoa,GEN,2013-09-20 00:00:00,47,46,53
Genoa,GEN,2014-09-19 00:00:00,47,23,53
Genoa,GEN,2015-09-10 00:00:00,47,27,53
KAA Gent,GEN,2010-02-22 00:00:00,50,45,40
KAA Gent,GEN,2011-02-22 00:00:00,39,61,38
KAA Gent,GEN,2012-02-22 00:00:00,45,48,52
KAA Gent,GEN,2013-09-20 00:00:00,53,50,40
KAA Gent,GEN,2014-09-19 00:00:00,59,55,52
KAA Gent,GEN,2015-09-10 00:00:00,54,49,52
Getafe CF,GET,2010-02-22 00:00:00,30,40,50
Getafe CF,GET,2011-02-22 00:00:00,39,59,66
Getafe CF,GET,2012-02-22 00:00:00,45,49,47
Getafe CF,GET,2013-09-20 00:00:00,45,49,47
Getafe CF,GET,2014-09-19 00:00:00,45,49,47
Getafe CF,GET,2015-09-10 00:00:00,42,43,49
GFC Ajaccio,GAJ,2013-09-20 00:00:00,46,47,53
GFC Ajaccio,GAJ,2015-09-10 00:00:00,46,42,53
Gil Vicente FC,GV,2012-02-22 00:00:00,57,39,53
Gil Vicente FC,GV,2013-09-20 00:00:00,57,39,53
Gil Vicente FC,GV,2014-09-19 00:00:00,40,39,53
Gil Vicente FC,GV,2015-09-10 00:00:00,40,39,53
GKS Bełchatów,BEL,2010-02-22 00:00:00,70,65,65
GKS Bełchatów,BEL,2011-02-22 00:00:00,60,48,37
GKS Bełchatów,BEL,2012-02-22 00:00:00,45,47,35
GKS Bełchatów,BEL,2013-09-20 00:00:00,45,47,40
GKS Bełchatów,BEL,2015-09-10 00:00:00,45,47,40
Go Ahead Eagles,GAE,2014-09-19 00:00:00,47,43,51
Go Ahead Eagles,GAE,2015-09-10 00:00:00,47,43,51
Górnik Łęczna,LEC,2015-09-10 00:00:00,47,52,50
Polonia Bytom,GOR,2010-02-22 00:00:00,70,60,55
Polonia Bytom,GOR,2011-02-22 00:00:00,54,53,55
Granada CF,GRA,2011-02-22 00:00:00,49,54,67
Granada CF,GRA,2012-02-22 00:00:00,45,49,68
Granada CF,GRA,2013-09-20 00:00:00,45,49,68
Granada CF,GRA,2014-09-19 00:00:00,45,49,64
Granada CF,GRA,2015-09-10 00:00:00,45,48,62
Grasshopper Club Zürich,GRA,2010-02-22 00:00:00,60,40,60
Grasshopper Club Zürich,GRA,2011-02-22 00:00:00,48,43,62
Grasshopper Club Zürich,GRA,2012-02-22 00:00:00,43,36,47
Grasshopper Club Zürich,GRA,2013-09-20 00:00:00,43,36,47
Grasshopper Club Zürich,GRA,2014-09-19 00:00:00,43,36,47
Grasshopper Club Zürich,GRA,2015-09-10 00:00:00,43,36,47
Grenoble Foot 38,GRE,2010-02-22 00:00:00,55,70,70
Grenoble Foot 38,GRE,2011-02-22 00:00:00,45,45,50
SpVgg Greuther Fürth,GRF,2010-02-22 00:00:00,55,40,60
SpVgg Greuther Fürth,GRF,2011-02-22 00:00:00,46,59,53
SpVgg Greuther Fürth,GRF,2012-02-22 00:00:00,56,48,66
SpVgg Greuther Fürth,GRF,2013-09-20 00:00:00,56,36,33
SpVgg Greuther Fürth,GRF,2014-09-19 00:00:00,48,49,62
SpVgg Greuther Fürth,GRF,2015-09-10 00:00:00,56,48,66
En Avant de Guingamp,GUI,2010-02-22 00:00:00,65,30,30
En Avant de Guingamp,GUI,2012-02-22 00:00:00,43,33,49
En Avant de Guingamp,GUI,2013-09-20 00:00:00,43,46,49
En Avant de Guingamp,GUI,2014-09-19 00:00:00,47,43,49
En Avant de Guingamp,GUI,2015-09-10 00:00:00,47,49,49
Hamburger SV,HAM,2010-02-22 00:00:00,45,70,60
Hamburger SV,HAM,2011-02-22 00:00:00,55,60,52
Hamburger SV,HAM,2012-02-22 00:00:00,47,55,48
Hamburger SV,HAM,2013-09-20 00:00:00,35,45,58
Hamburger SV,HAM,2014-09-19 00:00:00,32,45,63
Hamburger SV,HAM,2015-09-10 00:00:00,41,44,49
Hamilton Academical FC,HAM,2010-02-22 00:00:00,65,60,70
Hamilton Academical FC,HAM,2011-02-22 00:00:00,47,46,52
Hamilton Academical FC,HAM,2015-09-10 00:00:00,48,55,52
Hannover 96,HAN,2010-02-22 00:00:00,70,70,70
Hannover 96,HAN,2011-02-22 00:00:00,37,39,53
Hannover 96,HAN,2012-02-22 00:00:00,45,39,47
Hannover 96,HAN,2013-09-20 00:00:00,48,39,47
Hannover 96,HAN,2014-09-19 00:00:00,48,37,56
Hannover 96,HAN,2015-09-10 00:00:00,50,35,61
Heart of Midlothian,HEA,2010-02-22 00:00:00,70,60,70
Heart of Midlothian,HEA,2011-02-22 00:00:00,68,56,66
Heart of Midlothian,HEA,2012-02-22 00:00:00,52,50,57
Heart of Midlothian,HEA,2013-09-20 00:00:00,53,52,57
Heart of Midlothian,HEA,2014-09-19 00:00:00,52,49,57
Heracles Almelo,HER,2010-02-22 00:00:00,30,30,30
Heracles Almelo,HER,2011-02-22 00:00:00,66,36,34
Heracles Almelo,HER,2012-02-22 00:00:00,43,33,47
Heracles Almelo,HER,2013-09-20 00:00:00,43,47,47
Heracles Almelo,HER,2014-09-19 00:00:00,62,60,47
Heracles Almelo,HER,2015-09-10 00:00:00,62,60,47
Hércules Club de Fútbol,HER,2010-02-22 00:00:00,35,35,50
Hércules Club de Fútbol,HER,2011-02-22 00:00:00,58,48,53
Hércules Club de Fútbol,HER,2012-02-22 00:00:00,52,50,58
Hércules Club de Fútbol,HER,2013-09-20 00:00:00,52,50,58
Hércules Club de Fútbol,HER,2014-09-19 00:00:00,52,50,58
Hertha BSC Berlin,HBE,2010-02-22 00:00:00,30,55,55
Hertha BSC Berlin,HBE,2011-02-22 00:00:00,43,50,55
Hertha BSC Berlin,HBE,2012-02-22 00:00:00,50,50,55
Hertha BSC Berlin,HBE,2013-09-20 00:00:00,38,50,55
Hertha BSC Berlin,HBE,2014-09-19 00:00:00,60,41,51
Hertha BSC Berlin,HBE,2015-09-10 00:00:00,45,50,57
Hibernian,HIB,2010-02-22 00:00:00,70,60,70
Hibernian,HIB,2011-02-22 00:00:00,47,47,51
Hibernian,HIB,2012-02-22 00:00:00,40,42,40
Hibernian,HIB,2013-09-20 00:00:00,46,47,60
Hibernian,HIB,2014-09-19 00:00:00,41,43,40
TSG 1899 Hoffenheim,HOF,2010-02-22 00:00:00,70,65,65
TSG 1899 Hoffenheim,HOF,2011-02-22 00:00:00,50,68,52
TSG 1899 Hoffenheim,HOF,2012-02-22 00:00:00,59,47,40
TSG 1899 Hoffenheim,HOF,2013-09-20 00:00:00,52,47,45
TSG 1899 Hoffenheim,HOF,2014-09-19 00:00:00,57,56,54
TSG 1899 Hoffenheim,HOF,2015-09-10 00:00:00,61,63,38
Hull City,HUL,2010-02-22 00:00:00,70,70,70
Hull City,HUL,2011-02-22 00:00:00,46,46,67
Hull City,HUL,2012-02-22 00:00:00,42,38,46
Hull City,HUL,2013-09-20 00:00:00,37,34,46
Hull City,HUL,2014-09-19 00:00:00,37,38,46
Hull City,HUL,2015-09-10 00:00:00,37,38,46
FC Ingolstadt 04,ING,2011-02-22 00:00:00,50,37,53
FC Ingolstadt 04,ING,2012-02-22 00:00:00,42,33,49
FC Ingolstadt 04,ING,2013-09-20 00:00:00,42,33,49
FC Ingolstadt 04,ING,2014-09-19 00:00:00,36,42,49
FC Ingolstadt 04,ING,2015-09-10 00:00:00,48,37,49
Inter,INT,2010-02-22 00:00:00,60,50,55
Inter,INT,2011-02-22 00:00:00,60,50,55
Inter,INT,2012-02-22 00:00:00,55,35,35
Inter,INT,2013-09-20 00:00:00,57,36,38
Inter,INT,2014-09-19 00:00:00,57,23,34
Inter,INT,2015-09-10 00:00:00,49,47,63
Inverness Caledonian Thistle,INV,2011-02-22 00:00:00,57,37,36
Inverness Caledonian Thistle,INV,2012-02-22 00:00:00,40,40,46
Inverness Caledonian Thistle,INV,2013-09-20 00:00:00,46,47,46
Inverness Caledonian Thistle,INV,2014-09-19 00:00:00,41,43,46
Inverness Caledonian Thistle,INV,2015-09-10 00:00:00,44,44,51
Jagiellonia Białystok,BIA,2010-02-22 00:00:00,70,70,70
Jagiellonia Białystok,BIA,2011-02-22 00:00:00,56,32,52
Jagiellonia Białystok,BIA,2012-02-22 00:00:00,50,40,51
Jagiellonia Białystok,BIA,2013-09-20 00:00:00,50,40,51
Jagiellonia Białystok,BIA,2014-09-19 00:00:00,56,57,49
Jagiellonia Białystok,BIA,2015-09-10 00:00:00,56,57,49
Juventus,JUV,2010-02-22 00:00:00,35,50,70
Juventus,JUV,2011-02-22 00:00:00,55,55,35
Juventus,JUV,2012-02-22 00:00:00,55,35,35
Juventus,JUV,2013-09-20 00:00:00,67,66,36
Juventus,JUV,2014-09-19 00:00:00,67,23,36
Juventus,JUV,2015-09-10 00:00:00,65,35,35
1. FC Kaiserslautern,KAI,2010-02-22 00:00:00,70,70,70
1. FC Kaiserslautern,KAI,2011-02-22 00:00:00,48,38,53
1. FC Kaiserslautern,KAI,2012-02-22 00:00:00,51,37,53
1. FC Kaiserslautern,KAI,2013-09-20 00:00:00,50,48,53
1. FC Kaiserslautern,KAI,2014-09-19 00:00:00,47,47,49
1. FC Kaiserslautern,KAI,2015-09-10 00:00:00,51,41,53
Karlsruher SC,KAR,2010-02-22 00:00:00,40,65,65
Karlsruher SC,KAR,2011-02-22 00:00:00,46,52,47
Karlsruher SC,KAR,2012-02-22 00:00:00,46,34,39
Karlsruher SC,KAR,2014-09-19 00:00:00,46,32,37
Karlsruher SC,KAR,2015-09-10 00:00:00,46,34,39
Kilmarnock,KIL,2010-02-22 00:00:00,70,60,70
Kilmarnock,KIL,2011-02-22 00:00:00,43,48,48
Kilmarnock,KIL,2012-02-22 00:00:00,43,43,52
Kilmarnock,KIL,2013-09-20 00:00:00,49,47,52
Kilmarnock,KIL,2014-09-19 00:00:00,44,44,52
Kilmarnock,KIL,2015-09-10 00:00:00,46,46,52
Korona Kielce,KKI,2010-02-22 00:00:00,70,50,50
Korona Kielce,KKI,2011-02-22 00:00:00,48,57,67
Korona Kielce,KKI,2012-02-22 00:00:00,43,58,65
Korona Kielce,KKI,2013-09-20 00:00:00,43,58,60
Korona Kielce,KKI,2014-09-19 00:00:00,43,30,62
Korona Kielce,KKI,2015-09-10 00:00:00,43,30,62
KV Kortrijk,KOR,2010-02-22 00:00:00,60,60,65
KV Kortrijk,KOR,2011-02-22 00:00:00,57,34,47
KV Kortrijk,KOR,2012-02-22 00:00:00,45,46,52
KV Kortrijk,KOR,2013-09-20 00:00:00,45,46,52
KV Kortrijk,KOR,2014-09-19 00:00:00,45,46,52
KV Kortrijk,KOR,2015-09-10 00:00:00,45,46,52
KV Mechelen,MEC,2010-02-22 00:00:00,70,60,60
KV Mechelen,MEC,2011-02-22 00:00:00,61,48,48
KV Mechelen,MEC,2012-02-22 00:00:00,60,52,48
KV Mechelen,MEC,2013-09-20 00:00:00,60,42,52
KV Mechelen,MEC,2014-09-19 00:00:00,51,42,52
KV Mechelen,MEC,2015-09-10 00:00:00,51,42,52
UD Las Palmas,LAS,2010-02-22 00:00:00,45,35,45
UD Las Palmas,LAS,2011-02-22 00:00:00,56,48,67
UD Las Palmas,LAS,2012-02-22 00:00:00,39,53,57
UD Las Palmas,LAS,2013-09-20 00:00:00,39,53,57
UD Las Palmas,LAS,2014-09-19 00:00:00,39,53,57
UD Las Palmas,LAS,2015-09-10 00:00:00,39,53,57
FC Lausanne-Sports,LAU,2010-02-22 00:00:00,60,55,50
FC Lausanne-Sports,LAU,2012-02-22 00:00:00,43,43,55
FC Lausanne-Sports,LAU,2013-09-20 00:00:00,43,43,55
FC Lausanne-Sports,LAU,2014-09-19 00:00:00,44,46,55
Lazio,LAZ,2010-02-22 00:00:00,50,55,70
Lazio,LAZ,2011-02-22 00:00:00,50,45,35
Lazio,LAZ,2012-02-22 00:00:00,45,35,50
Lazio,LAZ,2013-09-20 00:00:00,53,59,54
Lazio,LAZ,2014-09-19 00:00:00,53,59,54
Lazio,LAZ,2015-09-10 00:00:00,66,59,65
Le Havre AC,LEH,2010-02-22 00:00:00,70,30,30
Le Havre AC,LEH,2011-02-22 00:00:00,45,45,65
Le Havre AC,LEH,2012-02-22 00:00:00,55,47,66
Le Havre AC,LEH,2013-09-20 00:00:00,55,47,52
Le Havre AC,LEH,2014-09-19 00:00:00,55,47,52
Le Havre AC,LEH,2015-09-10 00:00:00,55,47,52
Le Mans FC,LEM,2010-02-22 00:00:00,60,70,70
Le Mans FC,LEM,2011-02-22 00:00:00,55,60,35
Le Mans FC,LEM,2012-02-22 00:00:00,44,47,51
Le Mans FC,LEM,2013-09-20 00:00:00,44,47,51
Lecce,LEC,2010-02-22 00:00:00,70,30,65
Lecce,LEC,2011-02-22 00:00:00,55,30,65
Lecce,LEC,2012-02-22 00:00:00,55,35,50
Lech Poznań,POZ,2010-02-22 00:00:00,55,60,45
Lech Poznań,POZ,2011-02-22 00:00:00,37,59,48
Lech Poznań,POZ,2012-02-22 00:00:00,47,47,63
Lech Poznań,POZ,2013-09-20 00:00:00,47,47,63
Lech Poznań,POZ,2014-09-19 00:00:00,47,47,63
Lech Poznań,POZ,2015-09-10 00:00:00,58,50,45
Lechia Gdańsk,LGD,2010-02-22 00:00:00,70,70,65
Lechia Gdańsk,LGD,2011-02-22 00:00:00,60,46,47
Lechia Gdańsk,LGD,2012-02-22 00:00:00,48,49,65
Lechia Gdańsk,LGD,2013-09-20 00:00:00,59,49,60
Lechia Gdańsk,LGD,2014-09-19 00:00:00,58,37,63
Lechia Gdańsk,LGD,2015-09-10 00:00:00,58,51,40
Legia Warszawa,LEG,2010-02-22 00:00:00,70,65,60
Legia Warszawa,LEG,2011-02-22 00:00:00,48,59,66
Legia Warszawa,LEG,2012-02-22 00:00:00,49,59,67
Legia Warszawa,LEG,2013-09-20 00:00:00,49,59,63
Legia Warszawa,LEG,2014-09-19 00:00:00,46,47,66
Legia Warszawa,LEG,2015-09-10 00:00:00,60,50,58
Leicester City,LEI,2010-02-22 00:00:00,70,70,70
Leicester City,LEI,2011-02-22 00:00:00,34,51,48
Leicester City,LEI,2012-02-22 00:00:00,52,48,54
Leicester City,LEI,2013-09-20 00:00:00,52,48,54
Leicester City,LEI,2014-09-19 00:00:00,62,58,54
Leicester City,LEI,2015-09-10 00:00:00,65,58,55
Leixões SC,LEI,2010-02-22 00:00:00,30,30,30
RC Lens,LEN,2010-02-22 00:00:00,60,70,70
RC Lens,LEN,2011-02-22 00:00:00,55,45,50
RC Lens,LEN,2012-02-22 00:00:00,44,46,49
RC Lens,LEN,2013-09-20 00:00:00,44,42,49
RC Lens,LEN,2014-09-19 00:00:00,44,46,49
RC Lens,LEN,2015-09-10 00:00:00,44,46,49
Levante UD,LEV,2010-02-22 00:00:00,35,30,50
Levante UD,LEV,2011-02-22 00:00:00,47,37,54
Levante UD,LEV,2012-02-22 00:00:00,52,47,56
Levante UD,LEV,2013-09-20 00:00:00,52,47,56
Levante UD,LEV,2014-09-19 00:00:00,52,47,56
